id_orden,fecha_operacion,cantidad_repuestos,horas_trabajo,tarifa_base,descuento_pct,canal,metodo_pago,calificacion,costo_reparacion,observacion,sedes_nombre,sedes_distrito,sedes_zona,servicios_nombre,servicios_categoria,servicios_tarifa_base,clientes_nombre,clientes_distrito,clientes_segmento,clientes_fecha_registro
135,2026-06-10,8,11.12,143.51,0,WEB,Plin,4,,,Sede 5,Independencia,Este,Revision electrica,,143.51,,INDEPENDENCIA,Frecuente,2025-09-25
136,20-06-2026,7 aprox,4.37,90.23,5,Web,Plin,2,304.75,Revisar,Sede 2,AtE,Sur,Cambio de aceite,Mantenimiento,90.23,Valeria Torres,Surco,Corporativo,2025-03-15
137,2026-06-20,3,"5,34",77.01,0,WhatsApp,Transferencia,4,327.19,PrOmOcIoN,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Camila Mendoza,Lima,Frecuente,2025-10-17
138,2026-04-07,8,1.48,143.51,0,Telefono,Efectivo,1,316.55,Promocion,Sede 4,Ate,  Este ,Revision electrica,,143.51,ANDRE GOMEZ,Ate,,2025-01-10
139,2026-04-07,6,6.01,275.62,12 aprox,Presencial,Transferencia,5,534.92,Promocion,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Carlos Paredes,Independencia,Nuevo,2025-03-14
140,2026-01-21,6,1.72,77.01, 12 ,Telefono,Efectivo,2,294.41,,Sede 5,Independencia,Este,Alineamiento,Mantenimiento,77.01,Claudia Salazar,San Miguel,  Nuevo ,2025-03-05
141,2026-05-09,1,6.48,306.55,0,Web,Efectivo,4,519.15,OK,Sede 3,,Oeste,,Electricidad,306.55,Carlos Cruz,Surco,Premium,2025-12-11
142,2026-04-28,4,2.06,482.37,15,Telefono,Efectivo,2,546.74,,Sede 5,Independencia,Este,Embrague,Mecanica,482.37,Pedro Salazar,La Molina,Regular,28/08/2025
143,2026-06-12,8,8.0,482.37 aprox,0,WhatsApp,YaPe,3,819.59,Revisar,Sede 2,AtE,Sur,Embrague,Mecanica,482.37,Carlos Paredes,Independencia,Nuevo,2025-03-14
144,2026-04-17,5,0.53,215.96, 0 ,App,Tarjeta,2,239.12,cliente frecuente,SEDE 7,Chorrillos,Este,Afinamiento,Motor,215.96,Maria Reyes,Comas,Nuevo,2025-09-12
145,2026-02-18,1,10.13,111.57,20,,Efectivo,2,534.6,Revisar,Sede 4,Ate,  Este ,Diagnostico scanner,Diagnostico,111.57,Andre Salazar,Chorrillos,Nuevo, 2025-07-12 
146,2026-02-08,2,5.72,90.23,8,Presencial,Tarjeta,3,377.49,,Sede 5,Independencia,Este,Cambio de aceite,Mantenimiento,90.23,Rocio Reyes,Villa El Salvador,nuevo,2025-10-23
147,2026-06-07,5,4.3,482.37,0,ApP,Plin,1,587.09,,Sede 1,Ate,Sur,Embrague,Mecanica,482.37,Fiorella Salazar,San Miguel,Premium,2025-09-13
148,2026-03-02,5,20.97,,12,App,Yape,4,1020.9,Revisar,Sede 3,,Oeste,Afinamiento,Motor,215.96,,Miraflores,Nuevo,2025-09-07
149,2026-04-23,2,8.22, 90.23 ,0,App,Transferencia,1,1458.65,Promocion,Sede 4,Ate,  Este ,Cambio de aceite,Mantenimiento,90.23,Sofia Cruz,Miraflores,Regular,2025-02-18
150,2026-01-06,7,9.01,182.15,10,Telefono,Transferencia,1,625.79,,Sede 1,Ate,Sur,Frenos,Seguridad,182.15,camila torres,Ventanilla,Regular,2025-01-26
151,2026-01-26,3,9.3,77.01,10,WhatsApp,Transferencia,1,503.83,,Sede 6,Independencia,Oeste,Alineamiento,Mantenimiento,77.01,Diana Rojas,Callao,Regular,2025-02-05
152,2026-02-14,7,7.19,182.15,0,Presencial,TRANSFERENCIA,3,489.91,Cliente frecuente,Sede 3,,Oeste,Frenos,Seguridad,182.15,Pedro Huaman,  San Miguel ,Corporativo,2025-11-25
153,2026-04-24,2,10.08,90.23 aprox,8,App,Efectivo,2,519.04,Promocion,Sede 5,Independencia,Este,Cambio de aceite,Mantenimiento,90.23,Jose Quispe,Ventanilla,Nuevo,2025-09-05
154,2026-05-24,4,5.19,182.15,5,Presencial,Efectivo,4,450.25,Revisar,Sede 6,Independencia,Oeste,Frenos,Seguridad,182.15,DiEgO CaMpOs,Surco,Nuevo,2025-04-11
155,2026-04-04,4,11.74,215.96,20,WhatsApp,plin,4,711.14,,Sede 5,Independencia,Este,Afinamiento,Motor,215.96,Victor Navarro,CHORRILLOS,Premium,2025-03-25
156,2026-02-15,2,7.16,90.23,20,Web,Plin,3,425.6,Promocion,Sede 1,Ate,Sur,Cambio de aceite,Mantenimiento,90.23,Camila Ramos,Los Olivos,Premium,2025-09-15
157,2026-04-08,5,9.56, 77.01 ,20,WhatsApp,  Efectivo ,4,508.26,,Sede 2,AtE,Sur,Alineamiento,Mantenimiento,77.01,Camila Castillo,Villa El Salvador,Premium,2025-10-18
158,2026-03-28,7,8.56,275.62, 0 ,Web,EFECTIVO,5,730.96,,Sede 6,Independencia,Oeste,SuSpEnSiOn,MECANICA,275.62,Diana Sayan,LA MOLINA,Corporativo,2025-05-16
159,2026-04-26,4,"5,85",482.37,10,Telefono,Tarjeta,5,681.3,Revisar,Sede 6,Independencia,Oeste,Embrague,Mecanica,482.37,Pedro Cruz,La Molina,Premium,2025-11-25
160,2026-06-14,7,7.35,143.51 aprox,0,WhatsApp,Efectivo,4,499.03,Revisar,Sede 2,AtE,Sur,Revision electrica,,143.51,Miguel Salazar,Ate,Frecuente,2025-06-11
161,2026-04-03,3,10.54,143.51,12,Telefono,Plin,2,,Promocion,Sede 5,Independencia,Este,Revision electrica,,143.51,Diana  Soto,Lima,ReGuLaR,2025-02-19
162,2026-04-22,1,3.76,182.15,20,Web,Transferencia,3,322.77,Cliente frecuente,Sede 5,Independencia,Este,Frenos,Seguridad,182.15,Diana Quispe,Villa El Salvador,Premium,2025-10-26
163,2026-05-23,1,2.94,77.01,0,Telefono,Yape,2,270.04,,Sede 5,Independencia,Este,Alineamiento,Mantenimiento,77.01,Diego Flores,San Miguel,Corporativo,2025-03-07
164,2026-04-12,7,4.53,77.01,10,WhatsApp,Plin,1,360.71,Promocion,Sede 6,Independencia,Oeste,Alineamiento,Mantenimiento,77.01,Camila Mendoza,Lima,Frecuente,2025-10-17
165,2026-03-10,1,2.6,111.57,15,Web,,1,277.74,OK,Sede 6,Independencia,Oeste,Diagnostico scanner,Diagnostico,111.57,Pedro Huaman,  San Miguel ,Corporativo,2025-11-25
166,2026-05-04,3,6.1,S/ 77.01,8,App,Yape,5,342.52,OK,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Victor Navarro,CHORRILLOS,Premium,2025-03-25
167,2026-01-05,4,3.65,,0,Telefono,Plin,1,S/ 343.93,Cliente frecuente,Sede 2,AtE,Sur,Diagnostico scanner,Diagnostico,111.57,Jorge Reyes,Independencia,Frecuente,2025-04-10
168,2026-02-05,1,10.05,275.62,20,App,Efectivo,1,615.63,Revisar,Sede 2,AtE,Sur,SuSpEnSiOn,MECANICA,275.62,ANDRE GOMEZ,Ate,,2025-01-10
169,26-06-2026,8,7.16,215.96,0,WhatsApp,Yape,5, 543.53 ,Revisar,Sede 5,Independencia,Este,Afinamiento,Motor,215.96,Camila Huaman,,Frecuente,2025/11/10
170,2026-02-14,,7.89,77.01,20,Web,Transferencia,1,456.24,OK,Sede 6,Independencia,Oeste,Alineamiento,Mantenimiento,77.01,Miguel Campos,Comas,Frecuente,2025-08-27
171,2026-05-10,3,9.01,215.96,20,App,TRANSFERENCIA,2,556.39,Revisar,Sede 2,AtE,Sur,Afinamiento,Motor,215.96,Diana  Quispe,Surco,Regular,2025-01-05
172,2026-06-14,4,1.21,77.01,5,App,Efectivo,5,201.53,,Sede 5,Independencia,Este,Alineamiento,Mantenimiento,77.01,Rocio Ramos,Comas,Premium,2025-06-02
173,2026-05-18,7,9.93,90.23,20,App,Transferencia,4,597.73,,Sede 3,,Oeste,Cambio de aceite,Mantenimiento,90.23,Diana Flores,La Molina,Nuevo,2025-12-16
174,2026-05-28,1,,306.55,10,,Yape,4,512.66,Revisar,Sede 5,Independencia,Este,,Electricidad,306.55,Pedro Cruz,La Molina,Premium,2025-11-25
175,2026-01-08,2,4.09,275.62,12,Presencial,Yape,3 aprox,471.41,,Sede 5,Independencia,Este,SuSpEnSiOn,MECANICA,275.62,Victor Navarro,CHORRILLOS,Premium,2025-03-25
176,2026-04-22,4,9.94,77.01,8,Presencial,Efectivo,5,527.87,OK,SEDE 7,Chorrillos,Este,Alineamiento,Mantenimiento,77.01,Victor Navarro,CHORRILLOS,Premium,2025-03-25
177,2026-01-05,5,3.55,77.01,8,App,Transferencia,3,290.56,   ,Sede 6,Independencia,Oeste,Alineamiento,Mantenimiento,77.01,Carlos Ramos,Ventanilla,Corporativo,2025-08-24
178,2026-04-16,5,5.01,143.51,0,Presencial,  Yape ,3 aprox,406.67,OK,Sede 3,,Oeste,Revision electrica,,143.51,Sofia Cruz,Miraflores,Regular,2025-02-18
179,2026-02-04,2,1.35,215.96,0,Telefono,Transferencia,1,296.49,,Sede 5,Independencia,Este,Afinamiento,Motor,215.96,Pedro Torres,Villa El Salvador,Regular, 2025-05-11 
180,2026-06-19,2,3.89,215.96,10,WeB,Tarjeta,1 aprox, 366.98 ,OK,Sede 6,Independencia,Oeste,Afinamiento,Motor,215.96,Maria Sayan,Villa El Salvador,,2025-12-04
181,2026/02/24,1,9.48,275.62,15,Presencial,,4,617.13,Promocion,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Fiorella Cruz,chorrillos,Frecuente,2025-04-07
182,2026-01-28,3,9.69,,12,App,TaRjEtA,2,694.31,OK,SEDE 7,Chorrillos,Este,,Electricidad,306.55,Sofia Navarro,Surco,Premium,2025-10-26
183,2026-03-10,3,4.33,215.96,5,Telefono,Tarjeta,1,455.92,cliente frecuente,Sede 4,Ate,  Este ,Afinamiento,Motor,215.96,Carlos Salazar,Surco,Frecuente,2025-11-22
184,2026-06-01,2,5.08,"111,57",12,Presencial,,3,363.98,Promocion,Sede 3,,Oeste,Diagnostico scanner,Diagnostico,111.57,  Carlos Paredes ,VeNtAnIlLa,Corporativo,2025-01-15
185,2026-02-12,7,11.6,143.51,5,Presencial,Plin,2,669.53,Cliente frecuente,SEDE 7,Chorrillos,Este,Revision electrica,,143.51,Raul Salazar,Ate,Nuevo,2025/10/07
186,2026-03-16,5,4.05,182.15,0,WHATSAPP,Tarjeta,3 aprox,437.31 aprox,Promocion,Sede 2,AtE,Sur,Frenos,Seguridad,182.15,ANDRE GOMEZ,Ate,,2025-01-10
187,2026-06-21,7,3.77,111.57,0,Presencial,Efectivo,1, 333.18 ,,Sede 6,Independencia,Oeste,Diagnostico scanner,Diagnostico,111.57,,INDEPENDENCIA,Frecuente,2025-09-25
188,2026-03-09,8,2.36 aprox,"482,37",5,web,Tarjeta,5,562.06,OK,Sede 2,AtE,Sur,Embrague,Mecanica,482.37,Carlos Ramos,Ventanilla,Corporativo,2025-08-24
189,28-03-2026,7,8.04,275.62,10,WHATSAPP,Efectivo,4,660.91,Revisar,Sede 3,,Oeste,SuSpEnSiOn,MECANICA,275.62,Victor Reyes,San Juan de Lurigancho,Nuevo,2025-09-15
190,2026-03-24,8,"3,87",275.62,0,WhatsApp,Transferencia,3,514.08,Revisar,Sede 6,Independencia,Oeste,SuSpEnSiOn,MECANICA,275.62,Diana  Quispe,Surco,Regular,2025-01-05
191,2026-06-06,7 aprox,4.7,306.55,15,WhatsApp,Transferencia,2,592.84,Promocion,Sede 1,Ate,Sur,,Electricidad,306.55,  Carlos Paredes ,VeNtAnIlLa,Corporativo,2025-01-15
192,2026-03-13,1,4.4,90.23,15,Web,Efectivo,1,306.19,OK,Sede 2,AtE,Sur,Cambio de aceite,Mantenimiento,90.23,Marco Rojas,Chorrillos,Regular,2025-11-23
193,2026-03-09,6,10.53,182.15,5,Web,Transferencia,1,665.12,Cliente frecuente,Sede 5,Independencia,Este,Frenos,Seguridad,182.15,Marco Rojas,Chorrillos,Regular,2025-11-23
194,2026-02-18,2,,482.37,0,App,Yape,4,717.01,PrOmOcIoN,Sede 3,,Oeste,Embrague,Mecanica,482.37,Maria Sayan,Villa El Salvador,,2025-12-04
195,2026-01-18,8,8.44,482.37,0,App,Yape,5,796.83,OK,Sede 1,Ate,Sur,Embrague,Mecanica,482.37,Rocio Salazar,ATE,Frecuente,2025-01-05
196,2026-06-25,2,10.22,182.15,5,WhatsApp,Transferencia,4,579.95,Cliente frecuente,Sede 2,AtE,Sur,Frenos,Seguridad,182.15,Jose Quispe,Ventanilla,Nuevo,2025-09-05
197,2026-02-03,6,8.39,90.23,15,WhatsApp,Transferencia,2,420.53,Cliente frecuente,Sede 2,AtE,Sur,Cambio de aceite,Mantenimiento,90.23,Miguel Campos,Comas,Frecuente,2025-08-27
198,2026-02-08,8,1.56,215.96,0,presencial,Transferencia, 5 ,372.5,Cliente frecuente,Sede 2,AtE,Sur,Afinamiento,Motor,215.96,Camila Rojas,La Molina,Frecuente,2025-12-26
199,2026-02-14,2,9.44,306.55,20,Web,Plin, 1 ,661.33,OK,Sede 1,Ate,Sur,,Electricidad,306.55,Miguel Cruz,Ventanilla,Frecuente,2025-09-14
200,15/04/2026,4,10.47,275.62,8,WhatsApp,Plin,4,755.4,Revisar,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Pedro Cruz,La Molina,Premium,2025-11-25
201,2026-05-01,5,10.99,275.62,0,  App ,Plin,3,,,SEDE 7,Chorrillos,Este,SuSpEnSiOn,MECANICA,275.62,Rocio Reyes,Villa El Salvador,nuevo,2025-10-23
202,2026-06-03,2,4.46,77.01,8,Web,Efectivo,1,293.75 aprox,OK,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,  Carlos Paredes ,VeNtAnIlLa,Corporativo,2025-01-15
203,2026-05-17,1,3.92,77.01,0,Telefono,Efectivo,4,251.79,PROMOCION,Sede 6,Independencia,Oeste,Alineamiento,Mantenimiento,77.01,Jorge Paredes,La Molina,Nuevo,2025-02-09
204,2026-03-05,7,3.8,306.55,0,App,Transferencia,1,533.95,,Sede 1,Ate,Sur,,Electricidad,306.55,Claudia Salazar,San Miguel,  Nuevo ,2025-03-05
205,2026-03-21,2,7.31,111.57,0,Telefono,Plin,5,455.72,,Sede 3,,Oeste,Diagnostico scanner,Diagnostico,111.57,Diego Sayan,  Independencia ,Corporativo,2025-07-10
206,2026-05-16,2,11.68,"77,01",15,App,Tarjeta,2,585.16,Promocion,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Fiorella Cruz,chorrillos,Frecuente,2025-04-07
207,,8,7.55,482.37,0,WhatsApp,Tarjeta,,785.99,Revisar,Sede 3,,Oeste,Embrague,Mecanica,482.37,Camila Ramos,Los Olivos,Premium,2025-09-15
208,2026-05-05,4,10.56,182.15,0,App,Yape,5,578.96,,Sede 4,Ate,  Este ,Frenos,Seguridad,182.15,Carlos Cruz,Surco,Premium,2025-12-11
209,2026-05-18,4,5.82,111.57,0,Presencial,Tarjeta,5,400.63,,Sede 6,Independencia,Oeste,Diagnostico scanner,Diagnostico,111.57,Camila Mendoza,Lima,Frecuente,2025-10-17
210,2026-03-05,3,8.53,215.96,5,WhatsApp,Plin,3,574.46,Promocion,Sede 5,Independencia,Este,Afinamiento,Motor,215.96,Pedro Salazar,La Molina,Regular,28/08/2025
211,2026-02-27,6,11.27,111.57,0,telefono,Plin,5,633.86,OK,Sede 2,AtE,Sur,Diagnostico scanner,Diagnostico,111.57,Andre Flores,Los Olivos,Regular,2025-05-23
212,2026-03-13,7,9.18,482.37,20,Telefono,Yape,1,917.43,cliente frecuente,Sede 3,,Oeste,Embrague,Mecanica,482.37,Pedro Cruz,La Molina,Premium,2025-11-25
213,2026-01-06,5, 1.81 ,215.96,10,App,Plin,5,331.51,OK,Sede 2,AtE,Sur,Afinamiento,Motor,215.96,Miguel Salazar,Miraflores,Premium,19-08-2025
214, 2026-05-07 ,6,5.81,77.01, 8 ,WhatsApp,Yape,2,412.3,Cliente frecuente,Sede 5,Independencia,Este,Alineamiento,Mantenimiento,77.01,Claudia Quispe,San Juan de Lurigancho,Premium,2025-03-28
215, 2026-06-16 ,7,2.79,143.51,12,WhatsApp,Transferencia,4,373.39,ok,SEDE 7,Chorrillos,Este,Revision electrica,,143.51,Diana Sayan,LA MOLINA,Corporativo,2025-05-16
216,2026-06-23,1, 7.31 ,182.15,15,PRESENCIAL,Efectivo,1,388.28,,Sede 6,Independencia,Oeste,Frenos,Seguridad,182.15,Raul Torres,Ate,Corporativo,08-08-2025
217,2026-05-17, 1 ,11.68, 215.96 ,0,WhatsApp,Tarjeta,1,611.75,,SEDE 7,Chorrillos,Este,Afinamiento,Motor,215.96,Luis Mendoza,surco,Frecuente,2025-07-20
218,2026-03-14,2,31.99,306.55,8,App,Transferencia,3,1508.88,OK,Sede 6,Independencia,Oeste,,Electricidad,306.55,Carlos Ramos,Ventanilla,Corporativo,2025-08-24
219,08/05/2026,4,2.13,111.57,0,App,Yape, 2 ,250.56,cliente frecuente,SEDE 7,Chorrillos,Este,Diagnostico scanner,Diagnostico,111.57,Sofia Cruz,Miraflores,Regular,2025-02-18
220,2026-01-10,7, 5.84 ,90.23,5,Telefono,Tarjeta,2,379.53,OK,SEDE 7,Chorrillos,Este,Cambio de aceite,Mantenimiento,90.23,Diana  Soto,Lima,ReGuLaR,2025-02-19
221,2026-04-12,8,9.72,111.57,0,telefono,Efectivo,3,576.02,Cliente frecuente,SEDE 7,Chorrillos,Este,Diagnostico scanner,Diagnostico,111.57,Rocio Ramos,Comas,Premium,2025-06-02
222,2026-04-21,8,8.62,143.51,15,whatsapp,Tarjeta,1,1713.76,OK,Sede 6,Independencia,Oeste,Revision electrica,,143.51,Miguel Campos,Comas,Frecuente,2025-08-27
223,2026-06-21,3,3.67,215.96,0,App,Transferencia,2,370.91,OK,Sede 6,Independencia,Oeste,Afinamiento,Motor,215.96,Jose Sayan,Los Olivos,Premium,03/06/2025
224,2026-04-17,1,6.79,90.23,20,Web,Plin,4,421.02,OK,Sede 2,AtE,Sur,Cambio de aceite,Mantenimiento,90.23,Miguel Castillo,Los Olivos,Frecuente,2025-01-23
225,2026-02-20,8 aprox,6.47,"275,62",10,Presencial,Tarjeta,2,628.62 aprox,Revisar,SEDE 7,Chorrillos,Este,SuSpEnSiOn,MECANICA,275.62,Jose Sayan,Los Olivos,Premium,03/06/2025
226,2026-02-17,3,4.73,77.01,10,Presencial,Yape,5,297.52,Revisar,Sede 2,AtE,Sur,Alineamiento,Mantenimiento,77.01,Rocio Torres,,Corporativo,2025-10-08
227,2026-03-24,8,8.58,111.57,12,Presencial,Efectivo,,619.88,Revisar,Sede 4,Ate,  Este ,Diagnostico scanner,Diagnostico,111.57,Diana Flores,La Molina,Nuevo,2025-12-16
228,18-04-2026,8,3.6,306.55,15,Web,Tarjeta,3,453.38,OK,Sede 2,AtE,Sur,,Electricidad,306.55,Victor Reyes,LOS OLIVOS,Frecuente,2025-02-08
229,08/01/2026,5,0.73,77.01,0,WhatsApp,Efectivo,2,"200,5",OK,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Raul Navarro,Ventanilla,Corporativo,2025-10-19
230,2026-05-04,7,"11,78",215.96,20,Telefono,Tarjeta,5,734.16,Promocion,Sede 1,Ate,Sur,Afinamiento,Motor,215.96,Camila Castillo,Villa El Salvador,Premium,2025-10-18
231,2026-03-28,6,10.02,143.51,10,Web,Transferencia,3,648.89,Revisar,Sede 5,Independencia,Este,Revision electrica,,143.51,Fiorella Castillo,Ate,Regular,2025-09-19
232,,5,9.43,482.37,15,Presencial,Yape,5,855.46,Revisar,Sede 5,Independencia,Este,Embrague,Mecanica,482.37,Rocio Soto,San Juan de Lurigancho,Regular,2025-07-12
233,2026-03-19,3,6.52, 306.55 ,0,  App ,Plin,3,549.34,Promocion,SEDE 7,Chorrillos,Este,,Electricidad,306.55,Diana Quispe,Villa El Salvador,Premium,2025-10-26
234,2026-01-24,8,9.52,275.62, 12 ,WhatsApp,TaRjEtA,2,711.81,Revisar,SEDE 7,Chorrillos,Este,SuSpEnSiOn,MECANICA,275.62,Fiorella Castillo,Ate,Regular,2025-09-19
235,2026-06-03,5,7.46,143.51,20,telefono,Transferencia,1,537.04,Revisar,SEDE 7,Chorrillos,Este,Revision electrica,,143.51,camila torres,Ventanilla,Regular,2025-01-26
236,2026-04-20,5,9.6,482.37 aprox,8,App,Plin,4,777.26,,Sede 4,Ate,  Este ,Embrague,Mecanica,482.37,Andre Salazar,Chorrillos,Nuevo, 2025-07-12 
237,2026-05-10,1,"7,53",111.57,15,Web,Plin,1,"457,15",,Sede 5,Independencia,Este,Diagnostico scanner,Diagnostico,111.57,Diana Sayan,LA MOLINA,Corporativo,2025-05-16
238,2026-05-04,7,"11,78",215.96,20,Telefono,Tarjeta,5,734.16,Promocion,Sede 1,Ate,Sur,Afinamiento,Motor,215.96,Camila Castillo,Villa El Salvador,Premium,2025-10-18
239,2026-04-05,4,1.33,182.15,15,Presencial,Yape,2,S/ 278.88,Promocion,Sede 1,Ate,Sur,Frenos,Seguridad,182.15,Jorge Paredes,La Molina,Nuevo,2025-02-09
240,2026-05-12,8,10.65 aprox,182.15,0,WeB,Yape,5,664.18,OK,Sede 5,Independencia,Este,Frenos,Seguridad,182.15,Luis Flores,San Miguel,Nuevo,2025-08-19
241,2026-01-18,6,10.74,77.01,0,Telefono,Yape,2,S/ 597.46,,SEDE 7,Chorrillos,Este,Alineamiento,Mantenimiento,77.01,Sofia Cruz,Miraflores,Regular,2025-02-18
242,2026-06-15,6,1.6,111.57,15,WhatsApp,Efectivo,3,261.81,Revisar,Sede 2,AtE,Sur,Diagnostico scanner,Diagnostico,111.57,Andre Castillo,Ate,Nuevo,2025-11-03
243,2026-05-23,3,0.71 aprox,111.57,8,Web,  Plin ,4,226.23 aprox,Promocion,Sede 3,,Oeste,Diagnostico scanner,Diagnostico,111.57,Diego Sayan,  Independencia ,Corporativo,2025-07-10
244,2026-02-19,3,7.68,143.51,12,Presencial,Tarjeta,3,477.31,OK,Sede 6,Independencia,Oeste,Revision electrica,,143.51,Victor Reyes,LOS OLIVOS,Frecuente,2025-02-08
245,2026-06-02,1,10.78,275.62,15,Telefono,TARJETA,1,638.77,Promocion,Sede 2,AtE,Sur,SuSpEnSiOn,MECANICA,275.62,Carlos Paredes,Independencia,Nuevo,2025-03-14
246,22/02/2026,2,10.21, 482.37 ,20,Telefono,,1,812.34,Revisar,Sede 6,Independencia,Oeste,Embrague,Mecanica,482.37,Valeria Torres,Surco,Corporativo,2025-03-15
247,2026-05-09,5,7.06,275.62,10,App,Tarjeta,2,557.02,,Sede 4,Ate,  Este ,SuSpEnSiOn,MECANICA,275.62,Sofia Cruz,Miraflores,Regular,2025-02-18
248,2026-01-06,6,6.36,143.51,0,Telefono,Yape,1,462.18,Promocion,Sede 5,Independencia,Este,Revision electrica,,143.51,Claudia Gomez,Callao,  Frecuente ,2025-03-25
249,2026-06-14,7,0.92,306.55,8 aprox,Telefono,Transferencia,1,383.38,Revisar,SEDE 7,Chorrillos,Este,,Electricidad,306.55,Diego Sayan,  Independencia ,Corporativo,2025-07-10
250,2026/04/21,4, 4.9 ,275.62,15,WhatsApp,Tarjeta,3,494.37,Revisar,Sede 5,Independencia,Este,SuSpEnSiOn,MECANICA,275.62,Lucia Campos,Villa El Salvador,Frecuente,2025-08-03
251,2026-02-01,4,0.68,77.01,20,App,Tarjeta, 1 ,180.29,Promocion,Sede 3,,Oeste,Alineamiento,Mantenimiento,77.01,Maria Reyes,Comas,Nuevo,2025-09-12
252,2026-03-06,5 aprox,1.2 aprox,215.96,0,WhatsApp,Yape,4 aprox,337.55,,Sede 1,Ate,Sur,Afinamiento,Motor,215.96,Jorge Reyes,Independencia,Frecuente,2025-04-10
253,2026-02-19,1,3.05,482.37,5,Telefono,Efectivo,4,581.23,OK,Sede 3,,Oeste,Embrague,Mecanica,482.37,Rocio Torres,,Corporativo,2025-10-08
254,2026-01-14,1,10.48,111.57 aprox,20,Telefono,Yape,1,563.28,Cliente frecuente,Sede 1,Ate,Sur,Diagnostico scanner,Diagnostico,111.57,  Carlos Paredes ,VeNtAnIlLa,Corporativo,2025-01-15
255,,7,2.21,182.15,0,Telefono,Tarjeta,5,414.63,,SEDE 7,Chorrillos,Este,Frenos,Seguridad,182.15,Jorge Reyes,Independencia,Frecuente,2025-04-10
256,2026-03-26, 2 ,6.81,215.96,20,App,Tarjeta,2,425.69,Cliente frecuente,Sede 5,Independencia,Este,Afinamiento,Motor,215.96,Carlos Cruz,Surco,Premium,2025-12-11
257,2026-04-27,2,4.43 aprox,90.23,0,WhatsApp,Efectivo,1,319.82,OK,Sede 1,Ate,Sur,Cambio de aceite,Mantenimiento,90.23,Marco Navarro,Chorrillos,Corporativo,2025-11-19
258,2026-01-02,7,5.59, 143.51 ,20,Presencial,Yape,1,452.65,PrOmOcIoN,Sede 5,Independencia,Este,Revision electrica,,143.51,camila torres,Ventanilla,Regular,2025-01-26
259, 2026-01-15 ,8,8.9,,0,WHATSAPP,Efectivo,2,596.57,Promocion,Sede 4,Ate,  Este ,Afinamiento,Motor,215.96,Sofia Cruz,Miraflores,Regular,2025-02-18
260,2026-03-08,6,11.94,482.37, 20 ,Presencial,Tarjeta,2,944.22,Promocion,SEDE 7,Chorrillos,Este,Embrague,Mecanica,482.37,Pedro Torres,Villa El Salvador,Regular, 2025-05-11 
261,2026-02-25,7,"6,82",215.96,20,  App ,Plin,5,512.06,,Sede 3,,Oeste,Afinamiento,Motor,215.96,Fiorella Salazar,San Miguel,Premium,2025-09-13
262,02/03/2026,6,9.81,275.62,0,WhatsApp,Efectivo,1,674.66,Promocion,Sede 5,Independencia,Este,SuSpEnSiOn,MECANICA,275.62,Victor Navarro,CHORRILLOS,Premium,2025-03-25
263,2026-03-09,7,1.46 aprox,182.15,5,Web,Yape,4,368.25,,Sede 3,,Oeste,Frenos,Seguridad,182.15,Raul Navarro,Ventanilla,Corporativo,2025-10-19
264,2026-03-25,1,10.46,143.51,0,App,Yape,3,548.46,OK,Sede 1,Ate,Sur,Revision electrica,,143.51,Pedro Huaman,  San Miguel ,Corporativo,2025-11-25
265,2026-04-15, 2 ,8.17,S/ 143.51,0,App,Transferencia,4,516.86,   ,Sede 2,AtE,Sur,Revision electrica,,143.51,Lucia Campos,Villa El Salvador,Frecuente,2025-08-03
266,2026-03-09,8,2.36 aprox,"482,37",5,web,Tarjeta,5,562.06,OK,Sede 2,AtE,Sur,Embrague,Mecanica,482.37,Carlos Ramos,Ventanilla,Corporativo,2025-08-24
267,2026-06-14,4,8.97, 482.37 ,0,  App ,PlIn,2,785.14,Cliente frecuente,SEDE 7,Chorrillos,Este,Embrague,Mecanica,482.37,DiEgO CaMpOs,Surco,Nuevo,2025-04-11
268,2026-05-04,4,3.32,111.57,15,Presencial,Tarjeta,1,277.59,Promocion,Sede 2,AtE,Sur,Diagnostico scanner,Diagnostico,111.57,Sofia Torres,Chorrillos,NUEVO,2025-05-14
269,2026-06-11,6,11.81,90.23,20,Telefono,Transferencia,3 aprox,590.53,OK,Sede 6,Independencia,Oeste,Cambio de aceite,Mantenimiento,90.23,Fiorella Salazar,San Miguel,Premium,2025-09-13
270,2026-02-14,7,12.17,182.15,8,App,Plin,2,710.51,,Sede 5,Independencia,Este,Frenos,Seguridad,182.15,Jose Sayan,Los Olivos,Premium,03/06/2025
271,2026-02-27,8,"1,61", 77.01 ,0,App,Plin,3,,,Sede 6,Independencia,Oeste,Alineamiento,Mantenimiento,77.01,Fiorella Salazar,San Miguel,Premium,2025-09-13
